image_id,image_label,success_rate,incidentType,timeOfDay,roadConditions,weatherConditions,injuries,vehicleDamage,thirdPartyVehicle,witnesses,policeReport,policeReportFiledWithin24h,trafficViolation,previousClaims,description
2635,0,59.54664315438615,Collision,Afternoon,Wet,Rain,no,fraud-related-damage,no,yes,yes,1,1,0,A brief description of the incident.
2636,0,85.25669598866578,Theft,Evening,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2637,0,46.26264550613212,Theft,Night,Poor Visibility,Heavy Rain,yes,fraud-related-damage,no,no,yes,0,1,0,A brief description of the incident.
2638,0,40.511788443940134,Fire,Morning,Poor Visibility,Fog,yes,fraud-related-damage,yes,yes,no,0,1,0,A brief description of the incident.
2639,0,80.56330319201716,Collision,Afternoon,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2640,0,81.80656748504578,Vandalism,Night,Poor Visibility,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2641,0,78.59089200809488,Collision,Afternoon,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2642,0,81.49359471967882,Vandalism,Afternoon,Poor Visibility,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2643,0,80.8434589391844,Theft,Night,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2644,0,63.792319052608654,Collision,Afternoon,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
2645,0,52.28080941257829,Vandalism,Night,Poor Visibility,Clear,no,fraud-related-damage,no,no,yes,0,0,1,A brief description of the incident.
2646,0,80.14342158355535,Natural Disaster,Evening,Dry,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2647,0,36.14277290249911,Fire,Evening,Wet,Clear,no,fraud-related-damage,no,yes,yes,0,0,3,A brief description of the incident.
2648,0,62.59206378806366,Natural Disaster,Evening,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
2649,0,72.1016601738936,Collision,Afternoon,Poor Visibility,Fog,no,fraud-related-damage,no,yes,yes,1,0,1,A brief description of the incident.
2650,0,86.46378646724058,Fire,Evening,Construction Zone,Fog,yes,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2651,0,83.11039580235844,Theft,Evening,Construction Zone,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2652,0,80.98429009023025,Theft,Night,Poor Visibility,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2653,0,80.33978656251048,Collision,Afternoon,Dry,Clear,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2654,0,55.49428027259456,Fire,Afternoon,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,no,no,0,0,1,A brief description of the incident.
2655,0,82.14611144855036,Collision,Evening,Dry,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2656,0,83.73870142538946,Natural Disaster,Night,Wet,Clear,no,fraud-related-damage,yes,yes,no,1,0,0,A brief description of the incident.
2657,0,63.49960840473115,Fire,Afternoon,Poor Visibility,Fog,yes,fraud-related-damage,no,no,no,0,0,1,A brief description of the incident.
2658,0,61.95933192071245,Natural Disaster,Evening,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,2,A brief description of the incident.
2659,0,68.39292109643395,Collision,Afternoon,Construction Zone,Fog,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
2660,0,49.801315944805594,Natural Disaster,Morning,Wet,Heavy Rain,no,fraud-related-damage,yes,no,yes,0,0,2,A brief description of the incident.
2661,0,56.19076531169434,Theft,Afternoon,Dry,Fog,no,fraud-related-damage,yes,no,yes,1,0,2,A brief description of the incident.
2662,0,71.89934194021271,Vandalism,Evening,Wet,Heavy Rain,no,fraud-related-damage,no,yes,no,0,0,0,A brief description of the incident.
2663,0,80.56250126676267,Theft,Morning,Dry,Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2664,0,81.80028696374441,Collision,Afternoon,Construction Zone,Fog,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2665,0,82.90306798994173,Fire,Evening,Construction Zone,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2666,0,72.23170418018522,Theft,Morning,Poor Visibility,Fog,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
2667,0,26.714100423293235,Fire,Evening,Wet,Fog,no,fraud-related-damage,yes,yes,yes,1,1,3,A brief description of the incident.
2668,0,83.86664089321916,Natural Disaster,Morning,Construction Zone,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2669,0,58.32765808093106,Theft,Evening,Construction Zone,Heavy Rain,yes,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
2670,0,80.40440622943464,Collision,Afternoon,Wet,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2671,0,85.05905397335866,Fire,Evening,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2672,0,80.28669950698429,Collision,Afternoon,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2673,0,48.641863437154605,Natural Disaster,Night,Dry,Rain,no,fraud-related-damage,yes,yes,yes,1,0,3,A brief description of the incident.
2674,0,53.05859884500364,Theft,Morning,Dry,Fog,no,fraud-related-damage,no,no,yes,1,0,3,A brief description of the incident.
2675,0,61.98650224622479,Theft,Afternoon,Dry,Heavy Rain,no,fraud-related-damage,yes,yes,yes,1,1,0,A brief description of the incident.
2676,0,84.75237646198973,Fire,Evening,Wet,Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2677,0,83.80573796886647,Theft,Night,Dry,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2678,0,63.61015776483105,Vandalism,Evening,Wet,Rain,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
2679,0,58.956777644224,Vandalism,Evening,Construction Zone,Rain,no,fraud-related-damage,yes,yes,no,1,0,2,A brief description of the incident.
2680,0,87.29646376489113,Collision,Afternoon,Poor Visibility,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2681,0,52.79518916066792,Collision,Evening,Dry,Rain,no,fraud-related-damage,no,no,no,0,0,1,A brief description of the incident.
2682,0,89.13986699861455,Vandalism,Evening,Wet,Clear,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2683,0,83.1404684393008,Natural Disaster,Night,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2684,0,64.94812896240694,Vandalism,Night,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
2685,0,80.55052894540529,Natural Disaster,Morning,Wet,Fog,yes,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
2686,0,67.57045878805502,Fire,Morning,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
2687,0,81.60377380712147,Vandalism,Night,Wet,Heavy Rain,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
2688,0,41.38368784283996,Natural Disaster,Night,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,no,yes,0,1,1,A brief description of the incident.
2689,0,59.40053120884485,Theft,Evening,Construction Zone,Fog,yes,fraud-related-damage,no,no,no,1,0,2,A brief description of the incident.
2690,0,63.46734812865702,Theft,Night,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
2691,0,69.85007763623142,Fire,Evening,Wet,Rain,no,fraud-related-damage,no,yes,no,0,0,0,A brief description of the incident.
2692,0,64.3720245427315,Natural Disaster,Afternoon,Poor Visibility,Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
2693,0,57.728013362270566,Collision,Morning,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,3,A brief description of the incident.
2694,0,38.348846122099175,Vandalism,Afternoon,Poor Visibility,Rain,no,fraud-related-damage,no,no,yes,0,1,0,A brief description of the incident.
2695,0,51.7721395084175,Natural Disaster,Afternoon,Poor Visibility,Fog,no,fraud-related-damage,no,no,no,0,0,1,A brief description of the incident.
2696,0,63.26226543699386,Theft,Morning,Wet,Heavy Rain,no,fraud-related-damage,no,no,no,1,1,0,A brief description of the incident.
2697,0,84.58047117216739,Theft,Evening,Wet,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2698,0,61.74335036638257,Collision,Night,Wet,Clear,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
2699,0,64.6646660433352,Fire,Night,Wet,Clear,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
2700,0,62.13263640867513,Collision,Afternoon,Dry,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,1,0,A brief description of the incident.
2701,0,60.98228866854301,Fire,Afternoon,Construction Zone,Fog,no,fraud-related-damage,no,yes,yes,1,0,2,A brief description of the incident.
2702,0,77.50863051780938,Theft,Evening,Dry,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2703,0,59.624907052125685,Theft,Afternoon,Construction Zone,Fog,no,fraud-related-damage,yes,yes,yes,0,0,1,A brief description of the incident.
2704,0,65.07031363529327,Vandalism,Morning,Poor Visibility,Rain,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
2705,0,88.06108512227152,Fire,Afternoon,Wet,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2706,0,41.017556368716214,Vandalism,Afternoon,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,0,1,0,A brief description of the incident.
2707,0,78.70198902689206,Natural Disaster,Afternoon,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
2708,0,70.7516998638586,Theft,Night,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
2709,0,80.79275669876952,Fire,Night,Dry,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2710,0,62.411001886761994,Natural Disaster,Evening,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
2711,0,61.957732408300195,Theft,Night,Wet,Clear,no,fraud-related-damage,no,no,no,1,1,0,A brief description of the incident.
2712,0,46.42452163005391,Theft,Evening,Construction Zone,Fog,no,fraud-related-damage,no,yes,yes,0,1,0,A brief description of the incident.
2713,0,83.43980404088377,Collision,Night,Construction Zone,Heavy Rain,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
2714,0,84.0034026639692,Collision,Night,Poor Visibility,Fog,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2715,0,87.54573750337927,Natural Disaster,Afternoon,Construction Zone,Fog,no,fraud-related-damage,no,yes,no,1,0,0,A brief description of the incident.
2716,0,84.22433022308863,Fire,Night,Wet,Fog,no,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
2717,0,86.7933410105499,Natural Disaster,Morning,Dry,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2718,0,64.4885224885038,Collision,Night,Dry,Clear,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
2719,0,29.424736381273487,Theft,Night,Dry,Clear,no,fraud-related-damage,no,no,yes,1,1,3,A brief description of the incident.
2720,0,38.945730237058996,Natural Disaster,Evening,Poor Visibility,Rain,no,fraud-related-damage,no,no,no,1,1,2,A brief description of the incident.
2721,0,67.30300847865303,Collision,Morning,Construction Zone,Heavy Rain,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
2722,0,72.95389963171978,Collision,Night,Dry,Heavy Rain,yes,fraud-related-damage,yes,no,yes,1,0,1,A brief description of the incident.
2723,0,65.81702276761038,Collision,Afternoon,Poor Visibility,Rain,no,fraud-related-damage,no,yes,yes,1,1,0,A brief description of the incident.
2724,0,58.19098071414857,Natural Disaster,Evening,Poor Visibility,Fog,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
2725,0,66.36414521303985,Natural Disaster,Evening,Dry,Clear,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
2726,0,55.10152073854171,Vandalism,Evening,Poor Visibility,Clear,no,fraud-related-damage,no,no,yes,1,0,3,A brief description of the incident.
2727,0,61.651481640353055,Theft,Afternoon,Dry,Clear,no,fraud-related-damage,no,no,no,1,1,0,A brief description of the incident.
2728,0,66.60197184304286,Natural Disaster,Night,Poor Visibility,Clear,no,fraud-related-damage,yes,yes,no,0,0,0,A brief description of the incident.
2729,0,77.88833313139682,Collision,Morning,Construction Zone,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2730,0,82.7452208552059,Fire,Morning,Construction Zone,Rain,yes,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2731,0,64.69789638425004,Fire,Night,Wet,Rain,no,fraud-related-damage,yes,no,yes,1,1,0,A brief description of the incident.
2732,0,84.64415412504243,Vandalism,Afternoon,Poor Visibility,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2733,0,73.64657913020507,Natural Disaster,Evening,Construction Zone,Clear,no,fraud-related-damage,yes,yes,no,1,0,1,A brief description of the incident.
2734,0,89.64179159661792,Natural Disaster,Afternoon,Dry,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2735,0,86.21551991491329,Collision,Night,Dry,Fog,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
2736,0,68.28171701939277,Fire,Night,Construction Zone,Fog,no,fraud-related-damage,no,no,no,1,0,1,A brief description of the incident.
2737,0,75.1827959992676,Collision,Morning,Poor Visibility,Rain,no,fraud-related-damage,yes,no,yes,1,0,1,A brief description of the incident.
2738,0,79.6526998467316,Theft,Night,Poor Visibility,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2739,0,83.08875180235293,Natural Disaster,Morning,Wet,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2740,0,83.7986184250065,Vandalism,Evening,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2741,0,33.234349395790005,Collision,Afternoon,Poor Visibility,Clear,no,fraud-related-damage,yes,no,no,0,1,1,A brief description of the incident.
2742,0,86.46585091488777,Natural Disaster,Morning,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2743,0,60.76441357818691,Natural Disaster,Afternoon,Construction Zone,Clear,no,fraud-related-damage,yes,no,yes,1,1,0,A brief description of the incident.
2744,0,77.13135492447608,Fire,Afternoon,Wet,Fog,no,fraud-related-damage,no,yes,yes,1,0,1,A brief description of the incident.
2745,0,62.08880924428375,Natural Disaster,Afternoon,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
2746,0,71.7420797451951,Theft,Night,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,no,no,1,0,1,A brief description of the incident.
2747,0,80.50860277764421,Fire,Evening,Wet,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2748,0,79.94319268096936,Natural Disaster,Night,Dry,Fog,yes,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2749,0,81.6848266643794,Vandalism,Afternoon,Construction Zone,Clear,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2750,0,66.67470760554721,Natural Disaster,Morning,Wet,Rain,no,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
2751,0,61.74227613001523,Fire,Night,Poor Visibility,Rain,no,fraud-related-damage,yes,no,no,0,0,0,A brief description of the incident.
2752,0,59.0672737155714,Vandalism,Night,Dry,Heavy Rain,no,fraud-related-damage,yes,no,no,1,1,0,A brief description of the incident.
2753,0,87.96569815659603,Natural Disaster,Morning,Dry,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2754,0,78.88150012454051,Collision,Morning,Dry,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2755,0,48.71828472666696,Vandalism,Afternoon,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,0,1,0,A brief description of the incident.
2756,0,43.8782750812329,Theft,Afternoon,Wet,Fog,no,fraud-related-damage,yes,no,yes,0,0,2,A brief description of the incident.
2757,0,66.41216113326024,Theft,Night,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
2758,0,78.39420807472429,Collision,Evening,Construction Zone,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2759,0,81.89127450165356,Theft,Night,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
2760,0,83.66216818021064,Vandalism,Afternoon,Wet,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2761,0,85.71311413847457,Theft,Night,Dry,Clear,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2762,0,82.98063079076809,Fire,Evening,Poor Visibility,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2763,0,84.86072352683765,Fire,Evening,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2764,0,33.54319693085946,Theft,Morning,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,0,0,3,A brief description of the incident.
2765,0,79.61178272372742,Natural Disaster,Night,Wet,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2766,0,59.71817271306833,Fire,Morning,Dry,Rain,no,fraud-related-damage,no,no,yes,0,0,1,A brief description of the incident.
2767,0,84.51519592012164,Vandalism,Evening,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2768,0,64.44091641404474,Fire,Morning,Dry,Clear,no,fraud-related-damage,no,yes,no,0,0,0,A brief description of the incident.
2769,0,76.2854664171046,Fire,Night,Dry,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2770,0,61.05257481307648,Natural Disaster,Night,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,no,no,0,0,0,A brief description of the incident.
2771,0,82.88766806909861,Theft,Evening,Dry,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2772,0,34.00600336412478,Natural Disaster,Night,Dry,Clear,no,fraud-related-damage,no,no,yes,0,0,3,A brief description of the incident.
2773,0,79.65863279905685,Collision,Evening,Construction Zone,Clear,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
2774,0,71.29095646016893,Vandalism,Afternoon,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
2775,0,74.05096897633108,Fire,Night,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
2776,0,65.31731238493302,Collision,Afternoon,Wet,Clear,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
2777,0,82.37946600494352,Natural Disaster,Afternoon,Poor Visibility,Clear,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2778,0,64.92687680887249,Natural Disaster,Afternoon,Wet,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,0,1,A brief description of the incident.
2779,0,48.747471427451664,Theft,Evening,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,2,A brief description of the incident.
2780,0,84.22028830386826,Theft,Afternoon,Construction Zone,Clear,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
2781,0,62.35426803067278,Natural Disaster,Night,Dry,Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
2782,0,42.81423895336907,Theft,Night,Construction Zone,Rain,yes,fraud-related-damage,no,no,yes,0,0,2,A brief description of the incident.
2783,0,61.6039356397246,Natural Disaster,Night,Dry,Heavy Rain,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
2784,0,64.23158514907695,Collision,Evening,Construction Zone,Heavy Rain,yes,fraud-related-damage,no,no,yes,1,0,2,A brief description of the incident.
2785,0,50.899565568816996,Collision,Afternoon,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,0,1,0,A brief description of the incident.
2786,0,61.7292205731365,Fire,Afternoon,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
2787,0,53.23186672209372,Fire,Evening,Dry,Clear,no,fraud-related-damage,yes,yes,yes,1,0,3,A brief description of the incident.
2788,0,76.93909852429528,Collision,Night,Wet,Clear,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
2789,0,56.749784812893466,Fire,Afternoon,Construction Zone,Heavy Rain,no,fraud-related-damage,yes,no,yes,0,0,1,A brief description of the incident.
2790,0,82.79020915473491,Fire,Morning,Construction Zone,Fog,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2791,0,77.53107665235252,Theft,Evening,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2792,0,84.57720450724844,Theft,Night,Dry,Heavy Rain,yes,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
2793,0,83.66496694632794,Collision,Evening,Dry,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2794,0,88.2456065500685,Collision,Afternoon,Poor Visibility,Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2795,0,82.33490652597942,Theft,Night,Dry,Heavy Rain,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
2796,0,83.53438702607238,Collision,Afternoon,Wet,Clear,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2797,0,53.426502582161895,Collision,Afternoon,Wet,Rain,no,fraud-related-damage,no,yes,yes,0,0,1,A brief description of the incident.
2798,0,72.32286438949667,Vandalism,Evening,Wet,Heavy Rain,yes,fraud-related-damage,yes,no,yes,1,0,1,A brief description of the incident.
2799,0,60.50150088947706,Theft,Afternoon,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
2800,0,76.81163732865345,Collision,Evening,Wet,Fog,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2801,0,83.76949795446487,Collision,Morning,Dry,Rain,yes,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
2802,0,77.72043419710164,Vandalism,Morning,Dry,Rain,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
2803,0,68.17518596028725,Fire,Evening,Wet,Heavy Rain,yes,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
2804,0,72.55242714714211,Fire,Evening,Dry,Fog,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
2805,0,81.49437631433702,Collision,Morning,Wet,Heavy Rain,yes,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
2806,0,44.01403720981911,Collision,Night,Poor Visibility,Rain,no,fraud-related-damage,yes,yes,yes,0,1,0,A brief description of the incident.
2807,0,86.79371017047895,Fire,Evening,Poor Visibility,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2808,0,64.69173507045599,Collision,Afternoon,Poor Visibility,Rain,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
2809,0,74.77751260803612,Vandalism,Evening,Construction Zone,Fog,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2810,0,80.64366406100676,Natural Disaster,Afternoon,Dry,Fog,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2811,0,71.45036210669349,Natural Disaster,Afternoon,Poor Visibility,Clear,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
2812,0,64.10140328118212,Fire,Night,Poor Visibility,Clear,no,fraud-related-damage,no,no,yes,1,0,2,A brief description of the incident.
2813,0,59.59687448286684,Fire,Afternoon,Construction Zone,Rain,no,fraud-related-damage,yes,yes,no,1,0,2,A brief description of the incident.
2814,0,68.75334137554073,Fire,Night,Dry,Heavy Rain,no,fraud-related-damage,no,no,no,0,0,0,A brief description of the incident.
2815,0,85.05195866905916,Theft,Morning,Poor Visibility,Fog,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2816,0,83.1422873281617,Fire,Night,Construction Zone,Fog,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
2817,0,83.3108483129167,Vandalism,Morning,Dry,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2818,0,63.25173358449197,Vandalism,Evening,Construction Zone,Rain,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
2819,0,67.03629679049382,Vandalism,Afternoon,Dry,Fog,no,fraud-related-damage,no,no,no,1,0,1,A brief description of the incident.
2820,0,68.37458647017687,Collision,Evening,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
2821,0,85.85863747550161,Natural Disaster,Night,Dry,Heavy Rain,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
2822,0,71.55934548802179,Natural Disaster,Evening,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
2823,0,79.05186185419498,Natural Disaster,Afternoon,Dry,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2824,0,60.32794945621918,Collision,Afternoon,Dry,Fog,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
2825,0,46.19782131344757,Theft,Night,Construction Zone,Rain,no,fraud-related-damage,yes,yes,yes,0,1,0,A brief description of the incident.
2826,0,83.99161725443513,Natural Disaster,Night,Dry,Fog,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
2827,0,79.41949605995005,Fire,Afternoon,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2828,0,83.38399046234316,Vandalism,Night,Dry,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
2829,0,60.81218654883766,Collision,Afternoon,Wet,Clear,no,fraud-related-damage,no,no,no,0,0,0,A brief description of the incident.
2830,0,55.65554294731977,Theft,Morning,Wet,Rain,no,fraud-related-damage,yes,no,no,0,0,1,A brief description of the incident.
2831,0,47.38775024446677,Vandalism,Evening,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,0,1,0,A brief description of the incident.
2832,0,81.5725918851134,Natural Disaster,Evening,Wet,Rain,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
2833,0,80.15767641800083,Fire,Morning,Poor Visibility,Clear,no,fraud-related-damage,no,yes,no,1,0,0,A brief description of the incident.
2834,0,68.60163581349443,Collision,Night,Dry,Heavy Rain,no,fraud-related-damage,yes,yes,yes,1,0,1,A brief description of the incident.
2835,0,32.191055912428446,Vandalism,Night,Construction Zone,Rain,no,fraud-related-damage,yes,no,yes,1,1,3,A brief description of the incident.
2836,0,84.88175364030032,Collision,Afternoon,Poor Visibility,Clear,yes,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
2837,0,81.67477852859044,Natural Disaster,Afternoon,Poor Visibility,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
2838,0,79.10653269911337,Natural Disaster,Afternoon,Construction Zone,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
